grantee_name,grantee_city,grantee_state,grantee_zip,grantee_country,grant_amount,grant_purpose_raw,relationship,foundation_status,grant_bucket,region_id,region_name,region_rule_source,region_relevant,foundation_name,foundation_ein,tax_year,grantee_ein,cash_grant_amount,non_cash_amount,irc_section,source_file,foundation_country,source_system,grant_amount_cash,grant_amount_in_kind,currency,fiscal_year,reporting_period
MOSAIC YOUTH THEATRE OF DETROIT,DETROIT,MI,48207,US,18750.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MOTOWN HISTORICAL MUSEUM,DETROIT,MI,48208,US,18750.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MOTOWN HISTORICAL MUSEUM INC,DETROIT,MI,48208,US,120.0,MATCHING,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MSU - COMMUNITY MUSIC SCHOOL-DETROIT,DETROIT,MI,48201,US,18750.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MUSEUM OF CONTEMPORARY ART DETROIT,DETROIT,MI,48201,US,18750.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MUSIC HALL CENTER FOR THE MUSIC HALL CENTER FOR THE,DETROIT,MI,48226,US,95000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
NATIONAL WILDLIFE FEDERATION,ANN ARBOR,MI,48104,US,200000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
NATIONAL WILDLIFE,ANN ARBOR,MI,48104,US,15000.0,DISCRETIONARY,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
PEWABIC POTTERY,DETROIT,MI,48214,US,25000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
PLANET ANT THEATRE,HAMTRAMCK,MI,48212,US,12500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
PLOWSHARES THEATRE COMPANY,LATHRUP VILLAGE,MI,48076,US,12500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
RIVER RAISIN WATERSHED COUNCIL,ADRIAN,MI,49221,US,28400.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
RONALD MCDONALD HOUSE CHARITIES INC,CHICAGO,IL,60673,US,50.0,MATCHING,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
SHAKESPEARE IN DETROIT,DEARBORN,MI,48123,US,12500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
SIDEWALK DETROIT,SOUTHFIELD,MI,48075,US,18750.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
SIERRA CLUB - MICHIGAN CHAPTER,DETROIT,MI,48201,US,250.0,HONORARIUMS,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
SIGNAL RETURN INC,DETROIT,MI,48214,US,50000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
SIGNAL-RETURN,DETROIT,MI,48207,US,12500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
SOUTHEAST MICHIGAN SUSTAINABLE BUSINESS FORUM,ANN AROBOR,MI,48113,US,3000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
SOUTHEASTERN MICHIGAN HEALTH ASSOCIATION,DETROIT,MI,48202,US,95000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
SPHINX ORGANIZATIONS INC,DETROIT,MI,48243,US,25000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
STAND WITH TRANS,FARMINGTON,MI,48335,US,100.0,MATCHING,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
STATE OF MICHIGAN,LANSING,MI,48909,US,1000.0,DISCRETIONARY,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
STRATFORD SHAKESPEAREAN FESTIVAL OF AMERICA,STRATFORD,ON,N5A 6V2,CA,100000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
TEA,DETROIT,MI,48202,US,100.0,MATCHING,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
THE GREENING OF DETROIT,DETROIT,MI,48235,US,250.0,HONORARIUMS,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
THE HEIDELBERG PROJECT,DETROIT,MI,48214,US,18750.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
THE HENRY FORD,DEARBORN,MI,481245029,US,2600000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
THE NATURE CONSERVANCY,LANSING,MI,48906,US,250000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
THE NATURE CONSERVANCY,DETROIT,MI,48201,US,500.0,HONORARIUMS,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
THE OHIO STATE UNIVERSITY,COLUMBUS,OH,43210,US,2500.0,DISCRETIONARY,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
THE SCARAB CLUB,DETROIT,MI,48202,US,12500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
THE ST ANDREWS SOCIETY,TROY,MI,480831951,US,200.0,MATCHING,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
UNITED WAY FOR SOUTHEASTERN MICHIGAN,DETROIT,MI,48202,US,350.0,MATCHING,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,48109,US,733000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
UNIVERSITY OF WINDSOR GREAT LAKES INSTITUTE,WINDSOR,ON,N9B 3PA,CA,5000.0,DISCRETIONARY,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
UNIVERSITY OF WINDSOR,WINDSOR,ON,N9A 0C5,CA,15000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
WAYNE STATE UNIVERSITY,DETROIT,MI,48202,US,362500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
WE ARE CULTURE CREATORS,DETROIT,MI,48209,US,12500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
WE THE PEOPLE OF DETROIT,DETROIT,MI,48224,US,5000.0,HONORARIUMS,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
WEMU RADIO (EASTERN MICHIGAN UNIVERSITY),YPSILANTI,MI,48197,US,15000.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
Y ARTS (YMCA OF METROPOLITAN DETROIT),DETROIT,MI,48225,US,12500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
YOUNG NATION,DETROIT,MI,482094406,US,12500.0,PROGRAM SUPPORT,,PC,3a,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
A HOST OF PEOPLE,DETROIT,MI,482161408,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ACCENT PONTIAC,PONTIAC,MI,483422110,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ALL THE WORLDS A STAGE,CLINTON TOWNSHIP,MI,48038,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ALLIANCE FOR THE GREAT LAKES,CHICAGO,IL,60601,US,446000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ALLIANCE OF ROUGE,CANTON,MI,48188,US,153000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ALLIED MEDIA PROJECTS,DETROIT,MI,48201,US,25000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ALZHEIMER'S DISEASE AND RELATED DISORDER ASSOCIATION INC,CHICAGO,IL,60601,US,1965000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ANTON ARTS CENTER,MOUNT CLEMENS,MI,480435650,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ARAB COMMUNITY CENTER FOR ECONOMIC & SOCIAL SERVICES ACCESS,DEARBORN,MI,48120,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ARTS & SCRAPS,DETROIT,MI,48224,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ARTS LEAGUE OF MICHIGAN INC (CARR CENTER),DETROIT,MI,48201,US,228750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
BELLE ISLE CONSERVANCY,DETROIT,MI,48207,US,75000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
BIRMINGHAM BLOOMFIELD ART CENTER INC,BIRMINGHAM,MI,48009,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
BIRMINGHAM COMMUNITY HOUSE (COMMUNITY HOUSE ASSPCIATION),BIRMINGHAM,MI,48009,US,15000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
BIRMINGHAM YMCA (YMCA OF METROPOLITAN DETROIT),BIRMINGHAM,MI,48009,US,15000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
CHARLES H WRIGHT MUSEUM OF AFRICAN AMERICAN HISTORY,DETROIT,MI,48201,US,25000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
CLINTON RIVER WATERSHED COUNCIL,ROCHESTER HILLS,MI,48309,US,55000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
COLLEGE FOR CREATIVE STUDIES- COMMUNITY ARTS PARTNERSHIPS,DETROIT,MI,482024034,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
COLLEGE FOR CREATIVE STUDIES-DESIGN CORE DETROIT,DETROIT,MI,48202,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
COMMUNITY FOUNDATION FOR SOUTHEAST MICHIGAN,DETROIT,MI,482263134,US,125000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
COUNCIL OF THE GREAT LAKES REGION FOUNDATION,TORONTO,ON,M5G 1Y8,CA,75000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
CRANBROOK EDUCATIONAL COMMUNITY,BLOOMFIELD HILLS,MI,48304,US,200000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
CULTURESOURCE,DETROIT,MI,48202,US,133000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETRIOT MICHIGAN SCIENCE CENTER- DETROIT SCIENCE CENTER,DETROIT,MI,482024027,US,25000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETRIOT PUBLIC MEDIA WIXOM,WIXOM,MI,48393,US,225000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT ARTISTS MARKET,DETROIT,MI,48201,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT CHAMBER WINDS & STRINGS,SOUTHFIELD,MI,48075,US,257750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT CHILDREN'S CHOIR INC,DETROIT,MI,48201,US,25000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT HISTORICAL SOCIETY,DETROIT,MI,48202,US,25000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT INSTITUTE OF ART,DETROIT,MI,48202,US,100000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT JAZZ FESTIVAL FOUNDATION,HARPER WOODS,MI,48225,US,165000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT OPERA,DETROIT,MI,48226,US,25000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT PUBLIC LIBRARY FRIENDS FOUNDATION INC,DETROIT,MI,48202,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT PUBLIC THEATRE,DETROIT,MI,48202,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT PUPPET COMPANY,DETROIT,MI,48221,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT REPERTORY THEATRE,DETROIT,MI,48238,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT RIVERFRONT CONSERVANCYINC,DETROIT,MI,48243,US,500000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT SOUND CONSERVANCY,DETROIT,MI,482023469,US,162500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT SYMPHONY ORCHESTRA,DETROIT,MI,48201,US,240000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DETROIT ZOOLOGICAL SOCIETY,ROYAL OAK,MI,480673001,US,100000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
DPTV AND WRCJ (DETRIOT EDUCATIONAL TELEVISION FOUNDATION),WIXOM,MI,48393,US,100000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
ECOLOGY CENTER INC,ANN ARBOR,MI,48104,US,160000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
FAR CONSERVATORY OF THERAPEUTIC AND PERFORMING ARTS,BIRMINGHAM,MI,48009,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
GARAGE CULTURAL,DETROIT,MI,48210,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
GREAT LAKES ENVIRONMENTAL LAW CENTER,DETROIT,MI,48201,US,85000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
HERITAGE WORKS,DETROIT,MI,48216,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
HURON RIVER WATERSHED COUNCIL,ANN ARBOR,MI,48104,US,170000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
HURON VALLEY COUNCIL FOR THE ARTS,HIGHLAND,MI,48357,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
INFORUM,DETROIT,MI,48243,US,311000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
INSIDEOUT LITERARY ARTS PROJECT,DETROIT,MI,48202,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
LAWRENCE TECHNOLOGICAL UNIVERSITY,SOUTHFIELD,MI,48075,US,172000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
LIVE COAL,DETROIT,MI,48202,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
LIVING ARTS,DETROIT,MI,48029,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
LOCAL FIRST EDUCATIONAL FOUNDATION (DBA PEOPLE FIRST ECONOMY,GRAND RAPIDS,MI,49507,US,150000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MACOMB CENTER FOR THE PERFORMING ARTS,CLINTON TWP,MI,48038,US,18750.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MATRIX THEATRE COMPANY,DETROIT,MI,48216,US,12500.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MEADOW BROOK THEATRE (THE THEATRE ENSEMBLE),ROCHESTER,MI,48309,US,25000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
METROPOLITAN AFFAIRS COALITION,DETROIT,MI,48226,US,250000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MICHIGAN ASSOCIATION CONSERVATION DISTRICTS ADD,EAST LANSING,MI,48823,US,183000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MICHIGAN ENVIRONMENTAL COUNCIL,LANSING,MI,48103,US,25000.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
MICHIGAN STATE UNIVERSITY,DETROIT,MI,48201,US,600840.0,PROGRAM SUPPORT,,PC,3b,great_lakes,Great Lakes,preset,True,THE FRED A & BARBARA M ERB FAMILY,20-5966333,2023.0,,,,,,US,IRS_990,,,USD,,
